	X	Runs	Mins	BF	X4s	X6s	SR	Pos	Dismissal	Inns	Opposition	Ground	Start.Date	Player	Country	Type	Overs	Mdns	Wkts	Econ	Source_Sheet
	61	0	4	1	0	0	0	2	caught	1	v West Indies	Basseterre	13-Jun-16	Aaron Finch	Australia	Batting					Aaron Finch
	62		-	-	-	-	-	-	-	-	v South Africa	Bridgetown	19-Jun-16	Aaron Finch	Australia	Batting					Aaron Finch
	63	16	20	11	3	0	145.45	2	caught	2	v West Indies	Bridgetown	21-Jun-16	Aaron Finch	Australia	Batting					Aaron Finch
	64	47	57	41	6	1	114.63	2	caught	1	v West Indies	Bridgetown	26-Jun-16	Aaron Finch	Australia	Batting					Aaron Finch
	65	56	58	46	7	2	121.73	2	caught	2	v Sri Lanka	Colombo (RPS)	21-Aug-16	Aaron Finch	Australia	Batting					Aaron Finch
	66	4	16	7	0	0	57.14	2	bowled	2	v Sri Lanka	Colombo (RPS)	24-Aug-16	Aaron Finch	Australia	Batting					Aaron Finch
	67	30	32	29	3	1	103.44	2	lbw	2	v Sri Lanka	Dambulla	28-Aug-16	Aaron Finch	Australia	Batting					Aaron Finch
	68	55	26	19	8	3	289.47	2	lbw	2	v Sri Lanka	Dambulla	31-Aug-16	Aaron Finch	Australia	Batting					Aaron Finch
	69		-	-	-	-	-	-	-	2	v Sri Lanka	Pallekele	04-Sep-16	Aaron Finch	Australia	Batting					Aaron Finch
	70	33	57	28	4	2	117.85	2	caught	1	v South Africa	Centurion	30-Sep-16	Aaron Finch	Australia	Batting					Aaron Finch
	71	1	5	5	0	0	20	1	caught	2	v South Africa	Johannesburg	02-Oct-16	Aaron Finch	Australia	Batting					Aaron Finch
	72	53	55	34	3	4	155.88	2	caught	1	v South Africa	Durban	05-Oct-16	Aaron Finch	Australia	Batting					Aaron Finch
	73	2	1	3	0	0	66.66	1	bowled	1	v South Africa	Gqeberha	09-Oct-16	Aaron Finch	Australia	Batting					Aaron Finch
	74	19	57	40	3	0	47.5	2	bowled	2	v South Africa	Cape Town	12-Oct-16	Aaron Finch	Australia	Batting					Aaron Finch
	75	0	2	1	0	0	0	2	bowled	1	v New Zealand	Sydney	04-Dec-16	Aaron Finch	Australia	Batting					Aaron Finch
	76	19	53	34	2	0	55.88	2	bowled	1	v New Zealand	Canberra	06-Dec-16	Aaron Finch	Australia	Batting					Aaron Finch
	77	3	8	8	0	0	37.5	2	caught	1	v New Zealand	Melbourne	09-Dec-16	Aaron Finch	Australia	Batting					Aaron Finch
	78	4	12	7	0	0	57.14	1	caught	2	v New Zealand	Auckland	30-Jan-17	Aaron Finch	Australia	Batting					Aaron Finch
	79	56	86	64	5	2	87.5	1	caught	2	v New Zealand	Hamilton	05-Feb-17	Aaron Finch	Australia	Batting					Aaron Finch
	80	8	29	18	0	0	44.44	2	caught	2	v New Zealand	Birmingham	02-Jun-17	Aaron Finch	Australia	Batting					Aaron Finch
	81	19	36	27	3	0	70.37	2	lbw	2	v Bangladesh	The Oval	05-Jun-17	Aaron Finch	Australia	Batting					Aaron Finch
	82	68	98	64	8	0	106.25	2	caught	1	v England	Birmingham	10-Jun-17	Aaron Finch	Australia	Batting					Aaron Finch
	83	124	154	125	12	5	99.2	2	caught	1	v India	Indore	24-Sep-17	Aaron Finch	Australia	Batting					Aaron Finch
	84	94	140	96	10	3	97.91	1	caught	1	v India	Bengaluru	28-Sep-17	Aaron Finch	Australia	Batting					Aaron Finch
	85	32	46	36	6	0	88.88	2	caught	1	v India	Nagpur	01-Oct-17	Aaron Finch	Australia	Batting					Aaron Finch
	86	107	138	119	10	3	89.91	1	caught	1	v England	Melbourne	14-Jan-18	Aaron Finch	Australia	Batting					Aaron Finch
	87	106	-	114	9	1	92.98	2	caught	1	v England	Brisbane	19-Jan-18	Aaron Finch	Australia	Batting					Aaron Finch
	88	62	-	53	3	3	116.98	1	lbw	2	v England	Sydney	21-Jan-18	Aaron Finch	Australia	Batting					Aaron Finch
	89	19	39	24	2	0	79.16	1	caught	1	v England	The Oval	13-Jun-18	Aaron Finch	Australia	Batting					Aaron Finch
	90	0	6	4	0	0	0	5	lbw	2	v England	Cardiff	16-Jun-18	Aaron Finch	Australia	Batting					Aaron Finch
	91	20	-	19	0	2	105.26	5	bowled	2	v England	Nottingham	19-Jun-18	Aaron Finch	Australia	Batting					Aaron Finch
	92	100	-	106	6	3	94.33	1	lbw	1	v England	Chester-le-Street	21-Jun-18	Aaron Finch	Australia	Batting					Aaron Finch
	93	22	-	17	3	1	129.41	1	bowled	1	v England	Manchester	24-Jun-18	Aaron Finch	Australia	Batting					Aaron Finch
	94	5	-	17	0	0	29.41	2	lbw	1	v South Africa	Perth	04-Nov-18	Aaron Finch	Australia	Batting					Aaron Finch
	95	41	-	63	4	0	65.07	1	bowled	1	v South Africa	Adelaide	09-Nov-18	Aaron Finch	Australia	Batting					Aaron Finch
	96	11	-	15	1	0	73.33	2	caught	2	v South Africa	Hobart	11-Nov-18	Aaron Finch	Australia	Batting					Aaron Finch
	97	6	10	11	0	0	54.54	2	bowled	1	v India	Sydney	12-Jan-19	Aaron Finch	Australia	Batting					Aaron Finch
	98	6	28	19	0	0	31.57	2	bowled	1	v India	Adelaide	15-Jan-19	Aaron Finch	Australia	Batting					Aaron Finch
	99	14	-	24	1	0	58.33	2	lbw	1	v India	Melbourne	18-Jan-19	Aaron Finch	Australia	Batting					Aaron Finch
	100	0	-	3	0	0	0	2	caught	1	v India	Hyderabad	02-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	101	37	-	53	5	1	69.81	1	lbw	2	v India	Nagpur	05-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	102	93	-	99	10	3	93.93	1	lbw	1	v India	Ranchi	08-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	103	0	-	2	0	0	0	1	bowled	2	v India	Mohali	10-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	104	27	-	43	4	0	62.79	2	bowled	1	v India	Delhi	13-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	105	116	-	135	8	4	85.92	2	caught	2	v Pakistan	Sharjah	22-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	106		-	143	11	6	106.99	2	not out	2	v Pakistan	Sharjah	24-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	107	90	-	136	5	1	66.17	2	caught	1	v Pakistan	Abu Dhabi	27-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	108	39	-	42	5	1	92.85	1	lbw	1	v Pakistan	Dubai (DICS)	29-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	109	53	-	69	2	2	76.81	2	bowled	1	v Pakistan	Dubai (DICS)	31-Mar-19	Aaron Finch	Australia	Batting					Aaron Finch
	110	66	63	49	6	4	134.69	1	caught	2	v Afghanistan	Bristol	01-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	111	6	13	10	0	0	60	2	caught	1	v West Indies	Nottingham	06-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	112	36	60	35	3	1	102.85	2	run out	2	v India	The Oval	09-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	113	82	94	84	6	4	97.61	1	caught	1	v Pakistan	Taunton	12-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	114	153	176	132	15	5	115.9	2	caught	1	v Sri Lanka	The Oval	15-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	115	53	91	51	5	2	103.92	2	caught	1	v Bangladesh	Nottingham	20-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	116	100	144	116	11	2	86.2	1	caught	1	v England	Lord's	25-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	117	8	19	15	1	0	53.33	2	lbw	1	v New Zealand	Lord's	29-Jun-19	Aaron Finch	Australia	Batting					Aaron Finch
	118	3	9	4	0	0	75	2	caught	2	v South Africa	Manchester	06-Jul-19	Aaron Finch	Australia	Batting					Aaron Finch
	119	0	6	1	0	0	0	2	lbw	1	v England	Birmingham	11-Jul-19	Aaron Finch	Australia	Batting					Aaron Finch
	120		-	114	13	2	96.49	2	not out	2	v India	Wankhede	14-Jan-20	Aaron Finch	Australia	Batting					Aaron Finch
	121	33	-	48	3	0	68.75	2	stumped	2	v India	Rajkot	17-Jan-20	Aaron Finch	Australia	Batting					Aaron Finch
	122	19	-	26	1	1	73.07	2	run out	1	v India	Bengaluru	19-Jan-20	Aaron Finch	Australia	Batting					Aaron Finch
	123	10	15	12	1	0	83.33	2	caught	2	v South Africa	Paarl	29-Feb-20	Aaron Finch	Australia	Batting					Aaron Finch
	124	69	118	87	6	2	79.31	2	caught	1	v South Africa	Bloemfontein	04-Mar-20	Aaron Finch	Australia	Batting					Aaron Finch
	125	22	70	48	3	0	45.83	2	caught	1	v South Africa	Potchefstroom	07-Mar-20	Aaron Finch	Australia	Batting					Aaron Finch
	126	60	-	75	3	2	80	2	caught	1	v New Zealand	Sydney	13-Mar-20	Aaron Finch	Australia	Batting					Aaron Finch
	127	16	42	25	3	0	64	2	caught	1	v England	Manchester	11-Sep-20	Aaron Finch	Australia	Batting					Aaron Finch
	128	73	147	105	8	1	69.52	2	bowled	2	v England	Manchester	13-Sep-20	Aaron Finch	Australia	Batting					Aaron Finch
	129	12	14	9	2	0	133.33	2	lbw	2	v England	Manchester	16-Sep-20	Aaron Finch	Australia	Batting					Aaron Finch
	130	114	-	124	9	2	91.93	2	caught	1	v India	Sydney	27-Nov-20	Aaron Finch	Australia	Batting					Aaron Finch
	131	60	-	69	6	1	86.95	2	caught	1	v India	Sydney	29-Nov-20	Aaron Finch	Australia	Batting					Aaron Finch
	132	75	-	82	7	3	91.46	2	caught	2	v India	Canberra	02-Dec-20	Aaron Finch	Australia	Batting					Aaron Finch
	133	23	66	36	0	1	63.88	2	caught	1	v Pakistan	Lahore	29-Mar-22	Aaron Finch	Australia	Batting					Aaron Finch
	134	0	4	1	0	0	0	2	lbw	1	v Pakistan	Lahore	31-Mar-22	Aaron Finch	Australia	Batting					Aaron Finch
	135	0	9	3	0	0	0	2	lbw	1	v Pakistan	Lahore	02-Apr-22	Aaron Finch	Australia	Batting					Aaron Finch
	136	44	55	41	5	1	107.31	2	caught	2	v Sri Lanka	Pallekele	14-Jun-22	Aaron Finch	Australia	Batting					Aaron Finch
	137	14	36	15	2	0	93.33	2	lbw	2	v Sri Lanka	Pallekele	16-Jun-22	Aaron Finch	Australia	Batting					Aaron Finch
	138	62	114	85	4	1	72.94	2	caught	1	v Sri Lanka	Colombo (RPS)	19-Jun-22	Aaron Finch	Australia	Batting					Aaron Finch
	139	0	12	4	0	0	0	2	lbw	2	v Sri Lanka	Colombo (RPS)	21-Jun-22	Aaron Finch	Australia	Batting					Aaron Finch
	140	0	10	3	0	0	0	2	caught	2	v Sri Lanka	Colombo (RPS)	24-Jun-22	Aaron Finch	Australia	Batting					Aaron Finch
	141	15	32	21	2	0	71.42	1	bowled	2	v Zimbabwe	Townsville	28-Aug-22	Aaron Finch	Australia	Batting					Aaron Finch
	142	1	14	6	0	0	16.66	2	caught	2	v Zimbabwe	Townsville	31-Aug-22	Aaron Finch	Australia	Batting					Aaron Finch
	143	5	21	11	1	0	45.45	2	caught	1	v Zimbabwe	Townsville	03-Sep-22	Aaron Finch	Australia	Batting					Aaron Finch
	144	5	14	4	0	0	125	2	lbw	2	v New Zealand	Cairns	06-Sep-22	Aaron Finch	Australia	Batting					Aaron Finch
	145	0	6	2	0	0	0	2	caught	1	v New Zealand	Cairns	08-Sep-22	Aaron Finch	Australia	Batting					Aaron Finch
	146	5	26	13	0	0	38.46	2	bowled	1	v New Zealand	Cairns	11-Sep-22	Aaron Finch	Australia	Batting					Aaron Finch
	1		-	-	-	-	-	-	-	1	v West Indies	Melbourne	19-Feb-10	Steve Smith	Australia	Batting					Steve Smith
	2	41	63	53	3	0	77.35	7	caught	1	v England	Cardiff	24-Jun-10	Steve Smith	Australia	Batting					Steve Smith
	3	20	30	21	1	0	95.23	7	lbw	1	v England	Manchester	27-Jun-10	Steve Smith	Australia	Batting					Steve Smith
	4		7	8	4	0	225	7	not out	1	v England	The Oval	30-Jun-10	Steve Smith	Australia	Batting					Steve Smith
	5	15	16	13	1	0	115.38	7	caught	1	v England	Lord's	03-Jul-10	Steve Smith	Australia	Batting					Steve Smith
	6		-	-	-	-	-	-	-	1	v India	Visakhapatnam	20-Oct-10	Steve Smith	Australia	Batting					Steve Smith
	7	12	19	15	1	0	80	7	caught	1	v Sri Lanka	Melbourne	03-Nov-10	Steve Smith	Australia	Batting					Steve Smith
	8	33	65	37	1	0	89.18	7	stumped	2	v Sri Lanka	Sydney	05-Nov-10	Steve Smith	Australia	Batting					Steve Smith
	9		-	-	-	-	-	-	-	2	v Sri Lanka	Brisbane	07-Nov-10	Steve Smith	Australia	Batting					Steve Smith
	10	5	6	4	1	0	125	4	caught	2	v England	Melbourne	16-Jan-11	Steve Smith	Australia	Batting					Steve Smith
	11	0	4	2	0	0	0	7	bowled	1	v England	Hobart	21-Jan-11	Steve Smith	Australia	Batting					Steve Smith
	12	26	52	37	2	1	70.27	7	caught	2	v England	Sydney	23-Jan-11	Steve Smith	Australia	Batting					Steve Smith
	13		67	47	4	0	97.87	7	not out	2	v England	Adelaide	26-Jan-11	Steve Smith	Australia	Batting					Steve Smith
	14		55	25	1	1	96	7	not out	1	v England	Brisbane	30-Jan-11	Steve Smith	Australia	Batting					Steve Smith
	15	0	3	2	0	0	0	8	run out	2	v England	Sydney	02-Feb-11	Steve Smith	Australia	Batting					Steve Smith
	16	11	4	4	1	1	275	7	caught	1	v Zimbabwe	Ahmedabad	21-Feb-11	Steve Smith	Australia	Batting					Steve Smith
	17		-	-	-	-	-	-	-	2	v New Zealand	Nagpur	25-Feb-11	Steve Smith	Australia	Batting					Steve Smith
	18		-	-	-	-	-	-	-	-	v Sri Lanka	Colombo (RPS)	05-Mar-11	Steve Smith	Australia	Batting					Steve Smith
	19		32	15	2	0	113.33	7	not out	1	v Kenya	Bengaluru	13-Mar-11	Steve Smith	Australia	Batting					Steve Smith
	20		-	-	-	-	-	-	-	2	v Canada	Bengaluru	16-Mar-11	Steve Smith	Australia	Batting					Steve Smith
	21	25	46	32	1	0	78.12	7	bowled	1	v Pakistan	Colombo (RPS)	19-Mar-11	Steve Smith	Australia	Batting					Steve Smith
	22	1	3	3	0	0	33.33	7	bowled	1	v Bangladesh	Mirpur	09-Apr-11	Steve Smith	Australia	Batting					Steve Smith
	23		-	-	-	-	-	-	-	2	v Bangladesh	Mirpur	11-Apr-11	Steve Smith	Australia	Batting					Steve Smith
	24	5	12	9	1	0	55.55	4	caught	1	v Bangladesh	Mirpur	13-Apr-11	Steve Smith	Australia	Batting					Steve Smith
	25		-	-	-	-	-	-	-	2	v Sri Lanka	Pallekele	10-Aug-11	Steve Smith	Australia	Batting					Steve Smith
	26		-	-	-	-	-	-	-	2	v Sri Lanka	Hambantota	14-Aug-11	Steve Smith	Australia	Batting					Steve Smith
	27	18	34	28	0	0	64.28	7	run out	2	v Sri Lanka	Hambantota	16-Aug-11	Steve Smith	Australia	Batting					Steve Smith
	28		-	-	-	-	-	-	-	1	v South Africa	Centurion	19-Oct-11	Steve Smith	Australia	Batting					Steve Smith
	29	26	60	39	0	0	66.66	5	caught	2	v South Africa	Gqeberha	23-Oct-11	Steve Smith	Australia	Batting					Steve Smith
	30		-	-	-	-	-	-	-	-	v Ireland	Belfast	23-Jun-12	Steve Smith	Australia	Batting					Steve Smith
	31	8	16	13	0	0	61.53	6	caught	2	v England	Lord's	29-Jun-12	Steve Smith	Australia	Batting					Steve Smith
	32	21	21	20	2	0	105	5	caught	1	v England	Manchester	10-Jul-12	Steve Smith	Australia	Batting					Steve Smith
	33	8	13	11	1	0	72.72	5	caught	1	v Sri Lanka	Adelaide	13-Jan-13	Steve Smith	Australia	Batting					Steve Smith
	34	19	25	16	2	1	118.75	5	caught	2	v England	W.A.C.A	24-Jan-14	Steve Smith	Australia	Batting					Steve Smith
	35	1	7	1	0	0	100	6	run out	1	v Zimbabwe	Harare	25-Aug-14	Steve Smith	Australia	Batting					Steve Smith
	36	31	36	19	4	0	163.15	6	bowled	1	v South Africa	Harare	27-Aug-14	Steve Smith	Australia	Batting					Steve Smith
	37	36	72	62	2	0	58.06	3	caught	1	v South Africa	Harare	02-Sep-14	Steve Smith	Australia	Batting					Steve Smith
	38	10	20	15	2	0	66.66	3	caught	1	v South Africa	Harare	06-Sep-14	Steve Smith	Australia	Batting					Steve Smith
	39	101	186	118	6	2	85.59	3	caught	1	v Pakistan	Sharjah	07-Oct-14	Steve Smith	Australia	Batting					Steve Smith
	40	12	12	15	2	0	80	3	caught	2	v Pakistan	Dubai (DICS)	10-Oct-14	Steve Smith	Australia	Batting					Steve Smith
	41	77	151	105	3	0	73.33	3	bowled	1	v Pakistan	Abu Dhabi	12-Oct-14	Steve Smith	Australia	Batting					Steve Smith
	42	10	31	20	2	0	50	4	caught	1	v South Africa	W.A.C.A	16-Nov-14	Steve Smith	Australia	Batting					Steve Smith
	43		77	55	8	0	132.72	4	not out	1	v South Africa	Canberra	19-Nov-14	Steve Smith	Australia	Batting					Steve Smith
	44	104	180	112	7	0	92.85	4	bowled	2	v South Africa	Melbourne	21-Nov-14	Steve Smith	Australia	Batting					Steve Smith
	45	67	103	74	6	1	90.54	4	caught	2	v South Africa	Sydney	23-Nov-14	Steve Smith	Australia	Batting					Steve Smith
	46	37	62	47	2	1	78.72	4	bowled	2	v England	Sydney	16-Jan-15	Steve Smith	Australia	Batting					Steve Smith
	47	47	66	52	6	0	90.38	4	caught	2	v India	Melbourne	18-Jan-15	Steve Smith	Australia	Batting					Steve Smith
	48		168	95	6	1	107.36	3	not out	2	v England	Hobart	23-Jan-15	Steve Smith	Australia	Batting					Steve Smith
	49		-	-	-	-	-	-	-	-	v India	Sydney	26-Jan-15	Steve Smith	Australia	Batting					Steve Smith
	50	40	73	50	5	0	80	3	stumped	1	v England	W.A.C.A	01-Feb-15	Steve Smith	Australia	Batting					Steve Smith
	51	5	14	9	1	0	55.55	4	bowled	1	v England	Melbourne	14-Feb-15	Steve Smith	Australia	Batting					Steve Smith
	52	4	17	11	0	0	36.36	5	caught	1	v New Zealand	Auckland	28-Feb-15	Steve Smith	Australia	Batting					Steve Smith
	53	95	173	98	8	1	96.93	3	caught	1	v Afghanistan	W.A.C.A	04-Mar-15	Steve Smith	Australia	Batting					Steve Smith
	54	72	107	88	7	1	81.81	3	caught	1	v Sri Lanka	Sydney	08-Mar-15	Steve Smith	Australia	Batting					Steve Smith
	55		-	-	-	-	-	-	-	2	v Scotland	Hobart	14-Mar-15	Steve Smith	Australia	Batting					Steve Smith
	56	65	115	69	7	0	94.2	3	lbw	2	v Pakistan	Adelaide	20-Mar-15	Steve Smith	Australia	Batting					Steve Smith
	57	105	121	93	11	2	112.9	3	caught	1	v India	Sydney	26-Mar-15	Steve Smith	Australia	Batting					Steve Smith
	58		137	71	3	0	78.87	3	not out	2	v New Zealand	Melbourne	29-Mar-15	Steve Smith	Australia	Batting					Steve Smith
	59	21	51	38	1	0	55.26	3	caught	1	v Ireland	Belfast	27-Aug-15	Steve Smith	Australia	Batting					Steve Smith
	60	44	62	54	3	1	81.48	3	caught	1	v England	Southampton	03-Sep-15	Steve Smith	Australia	Batting					Steve Smith
	61	70	133	87	7	0	80.45	3	caught	1	v England	Lord's	05-Sep-15	Steve Smith	Australia	Batting					Steve Smith
	62	25	37	33	3	0	75.75	3	caught	2	v England	Manchester	08-Sep-15	Steve Smith	Australia	Batting					Steve Smith
	63	5	15	12	0	0	41.66	3	lbw	1	v England	Leeds	11-Sep-15	Steve Smith	Australia	Batting					Steve Smith
	64	12	30	28	1	0	42.85	3	caught	2	v England	Manchester	13-Sep-15	Steve Smith	Australia	Batting					Steve Smith
	65	149	179	135	11	2	110.37	3	caught	2	v India	W.A.C.A	12-Jan-16	Steve Smith	Australia	Batting					Steve Smith
	66	46	67	47	4	0	97.87	3	bowled	2	v India	Brisbane	15-Jan-16	Steve Smith	Australia	Batting					Steve Smith
	67	41	45	45	5	0	91.11	3	caught	2	v India	Melbourne	17-Jan-16	Steve Smith	Australia	Batting					Steve Smith
	68	51	37	29	4	3	175.86	4	caught	1	v India	Canberra	20-Jan-16	Steve Smith	Australia	Batting					Steve Smith
	69	28	47	37	3	0	75.67	3	caught	1	v India	Sydney	23-Jan-16	Steve Smith	Australia	Batting					Steve Smith
	70	18	14	17	3	0	105.88	3	bowled	2	v New Zealand	Auckland	03-Feb-16	Steve Smith	Australia	Batting					Steve Smith
	71	2	12	12	0	0	16.66	3	caught	2	v New Zealand	Wellington	06-Feb-16	Steve Smith	Australia	Batting					Steve Smith
	72	21	56	35	1	0	60	3	lbw	2	v New Zealand	Hamilton	08-Feb-16	Steve Smith	Australia	Batting					Steve Smith
	73	6	10	10	1	0	60	4	lbw	2	v West Indies	Providence	05-Jun-16	Steve Smith	Australia	Batting					Steve Smith
	74	8	16	10	0	0	80	4	lbw	2	v South Africa	Providence	07-Jun-16	Steve Smith	Australia	Batting					Steve Smith
	75		66	49	5	1	106.12	4	not out	1	v South Africa	Basseterre	11-Jun-16	Steve Smith	Australia	Batting					Steve Smith
	76	74	135	95	5	2	77.89	3	caught	1	v West Indies	Basseterre	13-Jun-16	Steve Smith	Australia	Batting					Steve Smith
	77		-	-	-	-	-	-	-	-	v South Africa	Bridgetown	19-Jun-16	Steve Smith	Australia	Batting					Steve Smith
	78	78	145	107	5	0	72.89	3	run out	2	v West Indies	Bridgetown	21-Jun-16	Steve Smith	Australia	Batting					Steve Smith
	79	46	106	59	4	0	77.96	3	caught	1	v West Indies	Bridgetown	26-Jun-16	Steve Smith	Australia	Batting					Steve Smith
	80	58	124	92	5	0	63.04	3	caught	2	v Sri Lanka	Colombo (RPS)	21-Aug-16	Steve Smith	Australia	Batting					Steve Smith
	81	30	34	33	5	0	90.9	3	caught	2	v Sri Lanka	Colombo (RPS)	24-Aug-16	Steve Smith	Australia	Batting					Steve Smith
	82		87	74	6	1	79.72	3	not out	2	v Ireland	Benoni	27-Sep-16	Steve Smith	Australia	Batting					Steve Smith
	83	8	21	11	2	0	72.72	3	lbw	1	v South Africa	Centurion	30-Sep-16	Steve Smith	Australia	Batting					Steve Smith
	84	14	21	12	2	0	116.66	3	caught	2	v South Africa	Johannesburg	02-Oct-16	Steve Smith	Australia	Batting					Steve Smith
	85	108	136	107	9	1	100.93	3	bowled	1	v South Africa	Durban	05-Oct-16	Steve Smith	Australia	Batting					Steve Smith
	86	21	61	36	2	0	58.33	3	lbw	1	v South Africa	Gqeberha	09-Oct-16	Steve Smith	Australia	Batting					Steve Smith
	87	0	2	2	0	0	0	3	bowled	2	v South Africa	Cape Town	12-Oct-16	Steve Smith	Australia	Batting					Steve Smith
	88	164	206	157	14	4	104.45	3	caught	1	v New Zealand	Sydney	04-Dec-16	Steve Smith	Australia	Batting					Steve Smith
	89	72	112	76	6	1	94.73	3	caught	1	v New Zealand	Canberra	06-Dec-16	Steve Smith	Australia	Batting					Steve Smith
	90	0	10	7	0	0	0	3	caught	1	v New Zealand	Melbourne	09-Dec-16	Steve Smith	Australia	Batting					Steve Smith
	91	0	1	1	0	0	0	3	caught	1	v Pakistan	Brisbane	13-Jan-17	Steve Smith	Australia	Batting					Steve Smith
	92	60	155	101	2	0	59.4	3	bowled	1	v Pakistan	Melbourne	15-Jan-17	Steve Smith	Australia	Batting					Steve Smith
	93		157	104	11	1	103.84	3	not out	2	v Pakistan	W.A.C.A	19-Jan-17	Steve Smith	Australia	Batting					Steve Smith
	94	49	83	48	5	0	102.08	3	lbw	1	v Pakistan	Sydney	22-Jan-17	Steve Smith	Australia	Batting					Steve Smith
	95	4	3	2	1	0	200	3	caught	1	v Pakistan	Adelaide	26-Jan-17	Steve Smith	Australia	Batting					Steve Smith
	96		18	6	2	0	133.33	3	not out	2	v New Zealand	Birmingham	02-Jun-17	Steve Smith	Australia	Batting					Steve Smith
	97		37	25	1	0	88	3	not out	2	v Bangladesh	The Oval	05-Jun-17	Steve Smith	Australia	Batting					Steve Smith
	98	56	104	77	5	0	72.72	3	caught	1	v England	Birmingham	10-Jun-17	Steve Smith	Australia	Batting					Steve Smith
	99	1	8	5	0	0	20	3	caught	2	v India	Chennai	17-Sep-17	Steve Smith	Australia	Batting					Steve Smith
	100	59	118	76	8	0	77.63	3	caught	2	v India	Eden Gardens	21-Sep-17	Steve Smith	Australia	Batting					Steve Smith
